1,0.31,43,1,0.996379640826388,0.996379640826388,completed,0.993871171636513,0.993871171636513,completed,0.999772699415273,0.999772699415273,completed
2,0.43,53,14,0.119578854884419,0.119578854884419,completed,0.111845635207913,0.111845635207913,completed,0.138231555685529,0.138231555685529,completed
3,0.37,8,8,0.025875245299337,0.025875245299337,completed,0.001745767170655,0.001745767170655,completed,0.006964004455823,0.006964004455823,completed
4,0.34,100,19,0.038283052101163,0.038283052101163,completed,0.025083071786741,0.025083071786741,completed,0.034044306754477,0.034044306754477,completed
5,0.36,13,12,0.001237379512076,0.001237379512076,completed,0.001015530353971,0.001015530353971,completed,0.001098787289093,0.001098787289093,completed
6,0.39,80,5,0.165214717440864,0.165214717440864,completed,0.193409288873372,0.193409288873372,completed,0.242257195832577,0.242257195832577,completed
7,0.42,36,16,0.081245257919955,0.081245257919955,completed,0.04422606952614,0.04422606952614,completed,0.045802310957945,0.045802310957945,completed
8,0.3,71,9,0.04231132359388,0.04231132359388,completed,0.065748120717513,0.065748120717513,completed,0.079149198882887,0.079149198882887,completed
9,0.28,1,17,0.067470837954527,0.067470837954527,completed,0.050939329373767,0.050939329373767,completed,0.062959058825797,0.062959058825797,completed
10,0.42,93,10,0.230314800286168,0.230314800286168,completed,0.306907597312055,0.306907597312055,completed,0.365025558496046,0.365025558496046,completed
11,0.4,48,12,0.08397416815764,0.08397416815764,completed,0.058998809809158,0.058998809809158,completed,0.060945261091124,0.060945261091124,completed
12,0.35,59,3,0.132733979735963,0.132733979735963,completed,0.145200232261237,0.145200232261237,completed,0.208220376007152,0.208220376007152,completed
13,0.33,30,6,0.057016164530615,0.057016164530615,completed,0.071753618829668,0.071753618829668,completed,0.116531189650175,0.116531189650175,completed
14,0.38,66,19,0.044388919490605,0.044388919490605,completed,0.011510410122279,0.011510410122279,completed,0.01451484753396,0.01451484753396,completed
15,0.45,20,3,0.37478589762193,0.37478589762193,completed,0.494694376640854,0.494694376640854,completed,0.549201447956306,0.549201447956306,completed
16,0.31,87,15,0.020947993605219,0.020947993605219,completed,0.010823341695131,0.010823341695131,completed,0.023562816897675,0.023562816897675,completed
17,0.3,23,10,0.01049247786033,0.01049247786033,completed,0.018918806633212,0.018918806633212,completed,0.042395226892926,0.042395226892926,completed
18,0.44,83,18,0.128743395467716,0.128743395467716,completed,0.115641607744956,0.115641607744956,completed,0.127519978803968,0.127519978803968,completed
19,0.38,26,4,0.144737655975233,0.144737655975233,completed,0.151522414852085,0.151522414852085,completed,0.199514842415823,0.199514842415823,completed
20,0.32,68,11,0.038934846945057,0.038934846945057,completed,0.048027586366281,0.048027586366281,completed,0.065126999115585,0.065126999115585,completed
21,0.35,46,18,0.024980730832196,0.024980730832196,completed,0.00065850235921,0.00065850235921,completed,0.009772081055156,0.009772081055156,completed
22,0.41,63,7,0.216790523294374,0.216790523294374,completed,0.24662927282817,0.24662927282817,completed,0.286238462883334,0.286238462883334,completed
23,0.43,5,15,0.039597239899975,0.039597239899975,completed,0.042982392120051,0.042982392120051,completed,0.027136626517385,0.027136626517385,completed
24,0.29,90,2,0.09646171251683,0.09646171251683,completed,0.131618483671603,0.131618483671603,completed,0.267414430428208,0.267414430428208,completed
25,0.29,33,14,0.004267280439952,0.004267280439952,completed,0.003199362489507,0.003199362489507,completed,0.015559032685353,0.015559032685353,completed
26,0.41,75,1,1,1000,divergent,1,1000,divergent,1,1000,divergent
27,0.39,17,20,1,1000,divergent,1,1000,divergent,1,1000,divergent
28,0.36,78,7,0.107156575706126,0.107156575706126,completed,0.11989061492276,0.11989061492276,completed,0.159329288888156,0.159329288888156,completed
29,0.34,10,4,0.066978590328736,0.066978590328736,completed,0.086493957974522,0.086493957974522,completed,0.128086110018925,0.128086110018925,completed
30,0.37,96,13,0.042112805768122,0.042112805768122,completed,0.007321246095697,0.007321246095697,completed,0.008009591899913,0.008009591899913,completed
31,0.44,39,9,0.156662797640278,0.156662797640278,completed,0.145722839334707,0.145722839334707,completed,0.168335951831065,0.168335951831065,completed
32,0.32,56,16,0.01574817217454,0.01574817217454,completed,0.006563595258669,0.006563595258669,completed,0.026176207276382,0.026176207276382,completed
33,0.32,9,11,0.007909339716313,0.007909339716313,completed,0.002550881033101,0.002550881033101,completed,0.008706204209136,0.008706204209136,completed
34,0.44,99,3,0.470626549293583,0.470626549293583,completed,0.571398760731739,0.571398760731739,completed,0.60888066196327,0.60888066196327,completed
35,0.38,44,17,0.038884845689277,0.038884845689277,completed,0.007295796019509,0.007295796019509,completed,0.007646688239365,0.007646688239365,completed
36,0.34,52,10,0.043649359083275,0.043649359083275,completed,0.056758643592689,0.056758643592689,completed,0.08397953633116,0.08397953633116,completed
37,0.35,37,3,0.128260365243027,0.128260365243027,completed,0.134117160153507,0.134117160153507,completed,0.2055632517846,0.2055632517846,completed
38,0.39,70,14,0.062313473172667,0.062313473172667,completed,0.013514281738785,0.013514281738785,completed,0.010242647851198,0.010242647851198,completed
39,0.41,15,6,0.113540001391274,0.113540001391274,completed,0.106663915600252,0.106663915600252,completed,0.133579114234072,0.133579114234072,completed
40,0.29,79,19,0.014434849920744,0.014434849920744,completed,0.011129501601609,0.011129501601609,completed,0.010470992032433,0.010470992032433,completed
41,0.28,49,7,0.053004586220248,0.053004586220248,completed,0.06239336242065,0.06239336242065,completed,0.134570053935898,0.134570053935898,completed
42,0.43,57,20,1,1000,divergent,1,1000,divergent,1,1000,divergent
43,0.41,3,1,1,1000,divergent,1,1000,divergent,1,1000,divergent
44,0.35,92,14,0.054021926196529,0.054021926196529,completed,0.070608104542924,0.070608104542924,completed,0.090327162765916,0.090327162765916,completed
45,0.32,22,17,0.030471677257958,0.030471677257958,completed,0.028957947759499,0.028957947759499,completed,0.022353574973153,0.022353574973153,completed
46,0.38,86,8,0.126255659195888,0.126255659195888,completed,0.135782265131986,0.135782265131986,completed,0.185430996361859,0.185430996361859,completed
47,0.45,31,12,0.103107387345621,0.103107387345621,completed,0.034816113289489,0.034816113289489,completed,0.013986245092901,0.013986245092901,completed
48,0.3,64,5,0.073128292435705,0.073128292435705,completed,0.090949458915286,0.090949458915286,completed,0.211425816166607,0.211425816166607,completed
49,0.3,27,20,1,1000,divergent,1,1000,divergent,1,1000,divergent
50,0.45,66,7,0.354622133028073,0.354622133028073,completed,0.480106053225883,0.480106053225883,completed,0.546269509099477,0.546269509099477,completed
